Sharpe,CAGR,MERTON_N_TOP,COMPOSITE_MOMENTUM_WINDOW,COMPOSITE_MOMENTUM_SKIP,COMPOSITE_REVERSAL_WINDOW,COMPOSITE_TREND_WINDOW,COV_SHORT_WINDOW,VIEW_SCALE,COV_BLEND_ALPHA,COV_SHRINKAGE,MERTON_GAMMA,BL_DELTA,MERTON_MAX_SECTOR
0.7568612620194133,0.13071049846825233,23,111,52,34,121,37,0.42979856831935664,0.42520080635424046,0.3762086800761386,-1.0765091161774054,2.1475602973450805,0.4752440822203623
0.7284259541474071,0.1254326990753054,35,69,30,42,225,119,0.4057903196065964,0.6417604915578877,0.23352349682405116,-1.4082419220741578,1.6815642625242575,0.42266127976859175
0.7641731962970896,0.13214002728922725,12,185,21,24,244,21,0.47640202902107426,0.7983162553019171,0.16777916155408784,-0.7521995054783465,1.7831672983224778,0.29080949451622007
0.8652829568276846,0.1501251777829513,26,154,1,24,211,83,0.3451935151508082,0.8642805738278142,0.3260422628751187,-0.5109642882866262,2.0832271614336113,0.49490265474933365
0.7742640670314523,0.13026533665990092,35,167,2,8,203,30,0.2023540462662821,0.5018247841311914,0.12680320732559539,-1.4429758401478832,2.390026259045372,0.31562796500199375
0.7194806105043222,0.12604109326733637,13,122,16,34,151,55,0.13733028503951525,0.8007227839668771,0.22161147731293318,-1.231436255680581,3.3565146280959324,0.43379876313171023
0.7153596358789724,0.11909976148669488,13,116,0,18,114,28,0.24283049079584948,0.7294976586442489,0.07647220615162412,-1.0858742555809011,2.6831430859761998,0.4349891309630627
0.792311893586953,0.13384304675397218,33,158,52,16,146,55,0.18765981211132088,0.7375727047011714,0.14291434715890927,-0.9715343246884767,3.2994516808576067,0.2516072406069917
0.8205936346768351,0.1449283682445417,16,172,34,33,150,89,0.29504321415738394,0.674411056912691,0.3820089103563731,-1.395188927478309,1.6355438899559243,0.33512425884148245
0.7349549744673485,0.12430006826669304,34,76,27,39,147,104,0.18811987187779391,0.5241761489655444,0.19538695210371768,-0.4501348009480607,2.1584395062455823,0.3700521302375203
0.7577837829191687,0.12924037989594295,33,130,4,34,202,113,0.40843303742552634,0.5179975309913546,0.1301661010676844,-1.0621169003476203,2.6516754622395116,0.4417305280396433
0.7814836478685293,0.1351834877280249,22,185,42,38,248,104,0.5072836956907315,0.7176302007144751,0.380921579849586,-0.9350966821815229,1.6821513868109135,0.4323804733782093
0.8162843325728606,0.14059595982128892,22,184,34,6,124,86,0.25105045804800097,0.5425094825766638,0.37133458902513133,-1.1321715280063598,2.751625934120407,0.3558496871851611
0.759832226498777,0.13089878728736015,28,181,27,19,149,31,0.3001694530666236,0.5430714374106677,0.35988258770639825,-1.135444210866481,2.088008887757687,0.35175787023879873
0.7190289849354473,0.12025208135923404,23,151,9,21,101,76,0.42539357284285106,0.31607882206910654,0.09660573173254566,-0.7023729762511637,3.314350939430519,0.4667567903833785
0.813340183446876,0.1408771384982188,16,153,33,42,165,111,0.41831364548710526,0.6840730177089843,0.34859606925808134,-0.5318282184924148,2.048075964889052,0.46350478381268023
0.7900280068413462,0.13439481894959338,29,138,2,5,145,41,0.45522721025520974,0.5053142982820613,0.34507133602620826,-0.8370602248132611,3.4733098738907597,0.4409635581221064
0.6778335742925915,0.11488645693167432,18,74,43,36,241,91,0.2146527845780961,0.6100826477029136,0.10612312651546406,-1.0896493158099572,2.9895769580778957,0.36334159920609177
0.7903399096353013,0.1337846928423172,14,147,42,39,136,95,0.15958438094968305,0.5474840757179145,0.16064649180142002,-0.9737028041531182,3.2936956788763574,0.33572507867334067
0.7942139972598894,0.13661142946752602,35,157,8,22,189,109,0.2213511657786686,0.6140733695061779,0.2711341096543669,-1.0856303013079869,2.627005301351946,0.3241846591634917
0.7766627549081602,0.13466111516548174,32,189,26,31,226,87,0.5218554354994855,0.5644037999922007,0.39344427298832907,-1.4009846405361024,3.4764230548481185,0.4299230216491211
0.7889225702624925,0.1375210075916522,23,137,51,18,142,42,0.54249988621473,0.44113300371673275,0.35803768938083613,-1.4372478275981753,3.102528628479487,0.46739612337759884
0.742418146355358,0.13087534135145829,16,94,52,42,201,60,0.18809303300876395,0.5516940939674143,0.3903139741620699,-1.375159648230249,2.8859445787895055,0.28402300791713675
0.7823078969560665,0.13492433709614193,20,150,16,10,157,121,0.5128957948077525,0.8906480438647686,0.3574454439177792,-1.0754881210934173,2.431605342689472,0.3284725179899113
0.7592089063956913,0.13329134870243986,27,125,44,14,130,122,0.29967709355247923,0.5016126172339133,0.37734629628922745,-1.1177160140393116,2.3429971146921043,0.4069821015035143
0.8032037050405857,0.13755499904127677,23,156,5,21,216,44,0.3874144652232306,0.4020813588688804,0.26660899697789,-0.7931783108928988,2.7777900525949573,0.3379956410559002
0.7550232290229253,0.1271589634279735,25,113,4,15,105,104,0.4279828564482858,0.714862542023257,0.38996022860653984,-0.5244999459804791,2.358321074906649,0.43947621056358643
